Branch,Number,Merged,Author,Title,Report,Beta,Release,SHA,URL,Comment
"main","10287","2026-01-06","wmontwe","refactor: remove design system dependency","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","5ff7bf634cd5f65a0857dd7a6f5e2d62388bca9e","https://github.com/thunderbird/thunderbird-android/pull/10287",""
"main","10170","2026-01-06","rafaeltonholo","feat: introduce state machine class","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","59ffddfecc5d33545517cadcd58e09e741c8e451","https://github.com/thunderbird/thunderbird-android/pull/10170",""
"main","10319","2026-01-06","weblate","chore(i18n): translations update from Weblate","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","768faf54bf5422fb84c6baa77a6a2c12b4ee9b25","https://github.com/thunderbird/thunderbird-android/pull/10319",""
"main","10320","2026-01-07","weblate","chore(i18n): translations update from Weblate","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","c0f8e617be1fb5c427d7e0681d01b14c64a00baa","https://github.com/thunderbird/thunderbird-android/pull/10320",""
"main","10326","2026-01-07","wmontwe","docs: add preference migration guide","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","c4cc69bb145f6837a5371835eedf33126befd8bc","https://github.com/thunderbird/thunderbird-android/pull/10326",""
"main","10328","2026-01-07","rafaeltonholo","fix(oauth-config): add missing scope to ms oauth config causing SMTP auth unsuccessful on university accounts","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","4b242995ecd9a568911285c7441e311b88cd1412","https://github.com/thunderbird/thunderbird-android/pull/10328",""
"main","10321","2026-01-07","rafaeltonholo","refactor(message-list): introduce AbstractMessageListFragment and migrate all logic from LegacyMessageListFragment to it","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","9c935f843331fc0e9a456a2f3ac0e3d8c3da55bd","https://github.com/thunderbird/thunderbird-android/pull/10321",""
"main","10310","2026-01-08","shamim-emon"," feat(settings): modernize AboutFragment using Jetpack Compose","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","c5f12618ef8fd18c04242f75fc896493a088c876","https://github.com/thunderbird/thunderbird-android/pull/10310",""
"main","10254","2026-01-08","shamim-emon","refactor: migrate account setting key with migration logic","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","0a4911c8e5821276d0dd37e6e3ca7380993214e5","https://github.com/thunderbird/thunderbird-android/pull/10254",""
"main","10323","2026-01-08","rafaeltonholo","feat(message-list): add new MessageListFragment and it's MVI contract","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","870f5bc61577231322f568c9cc97baff2da5378c","https://github.com/thunderbird/thunderbird-android/pull/10323",""
"main","10332","2026-01-09","wmontwe","chore(dependabot): increase pr limit","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","4544e61522245b5b7fc20f6dbb7bdbbadcaff3cd","https://github.com/thunderbird/thunderbird-android/pull/10332",""
"main","10331","2026-01-09","wmontwe","revert: chore(deps): bump kotlinBom from 2.2.0 to 2.3.0 and bump landscapist 2.6.1 to 2.6.2","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","f5418e5e0f299e0304e37070e731e0b1a09efa47","https://github.com/thunderbird/thunderbird-android/pull/10331",""
"main","10338","2026-01-09","wmontwe","docs: add description on how to filter apps for Obtainium","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","83b51cfd8a409a5873406670a8552e4647ce8993","https://github.com/thunderbird/thunderbird-android/pull/10338",""
"main","10339","2026-01-09","wmontwe","revert: chore(deps): bump mozillaAndroidComponents from 145.0.1 to 145.0.2","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","6a4270a960d15971d44bac5977c8c0f335a7281a","https://github.com/thunderbird/thunderbird-android/pull/10339",""
"main","10336","2026-01-09","app/dependabot","chore(deps): bump com.ibm.icu:icu4j-charset from 78.1 to 78.2","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","eb991887e6e8ebec0b8149a9a17d70b46178bad3","https://github.com/thunderbird/thunderbird-android/pull/10336",""
"main","10341","2026-01-12","rafaeltonholo","chore(koin): enable getList, singleListOf and factoryListOf to receive parameters","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","18f39ca7c3b55324400723444dae45e6d7738d8a","https://github.com/thunderbird/thunderbird-android/pull/10341",""
"main","10348","2026-01-12","app/dependabot","chore(deps): bump github/codeql-action from 4.31.9 to 4.31.10","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","70239430524582504e6c6241d6acd715e7888a1c","https://github.com/thunderbird/thunderbird-android/pull/10348",""
"main","10354","2026-01-14","wmontwe","refactor: address quality issues","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","81bedd2cd9f721b596c20643639c2d8236b3bd9a","https://github.com/thunderbird/thunderbird-android/pull/10354",""
"main","10333","2026-01-14","wmontwe","feat(account-setting): enable avatar customization for beta and release","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","88c291432a0388b13aff65819e951584943d244f","https://github.com/thunderbird/thunderbird-android/pull/10333",""
"main","10337","2026-01-14","app/dependabot","chore(deps): bump ch.qos.logback:logback-classic from 1.5.22 to 1.5.24","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","44b819d459ce8686719a3c2b2341c34094105b26","https://github.com/thunderbird/thunderbird-android/pull/10337",""
"main","10353","2026-01-14","farukgdev","fix(tokenautocomplete): prevent duplicated recipient text on configuration change","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","a97a062e07220591a9f058f9dce47597c3ba38c6","https://github.com/thunderbird/thunderbird-android/pull/10353",""
"main","9652","2026-01-15","Goooler","feat(notifications): show avatars on message notifications","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","46e1fc8866e43cf0359bb96c07b599a90828db52","https://github.com/thunderbird/thunderbird-android/pull/9652",""
"main","10329","2026-01-15","rafaeltonholo"," feat(message-list): create the Message List state machine handling all states and transitions","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","dcaa40fe7e976b11567148120c4c25cb2e145219","https://github.com/thunderbird/thunderbird-android/pull/10329",""
"main","10355","2026-01-15","app/dependabot","chore(deps): bump org.jetbrains.compose from 1.9.3 to 1.10.0","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","6098a8c0d5585c28c89e52042ec4ce18234b3118","https://github.com/thunderbird/thunderbird-android/pull/10355",""
"main","10361","2026-01-15","wmontwe","fix: tests to ensure the SQLiteDatabase is closed after test completed","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","cf83f405895ee94f9165d74f5ce688a710cfc5fb","https://github.com/thunderbird/thunderbird-android/pull/10361",""
"main","10334","2026-01-15","rafaeltonholo","feat(message-list): add state side effect handler for loading swipe actions","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","d2598ca137d178ef8038a32ae9292095341bd73b","https://github.com/thunderbird/thunderbird-android/pull/10334",""
"main","10343","2026-01-16","farukgdev","fix: don't include CSS when copying link text","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","c19a1f9d3eba545ebc05894915761e17404fb165","https://github.com/thunderbird/thunderbird-android/pull/10343",""
"main","10369","2026-01-16","javaman97","fix: wrong icon for find folder","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","c12eba1105d0a1602ffb69ab6f65a838c004b732","https://github.com/thunderbird/thunderbird-android/pull/10369",""
"main","10330","2026-01-16","rafaeltonholo","feat(message-list): fetch message list preferences in the new message list view model","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","c80bdeb5e82a3c6efe9027265b0970c4ba0e5aa6","https://github.com/thunderbird/thunderbird-android/pull/10330",""
"main","10342","2026-01-19","rafaeltonholo","feat(message-list): add state side effect handler for loading the saved sort types","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","9d43906a1e3239c7103a808d52203c1c1a768ec3","https://github.com/thunderbird/thunderbird-android/pull/10342",""
"main","10346","2026-01-20","wmontwe","refactor: account id usage","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","6f4fc33e799da0125add9e6768043c3a8729e1aa","https://github.com/thunderbird/thunderbird-android/pull/10346",""
"main","10383","2026-01-20","app/dependabot","chore(deps): bump ch.qos.logback:logback-classic from 1.5.24 to 1.5.25","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","41b7c0731250779393cca6a647573416c0c5543b","https://github.com/thunderbird/thunderbird-android/pull/10383",""
"main","10386","2026-01-21","rafaeltonholo","feat(message-list): get swipe actions from view model state","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","ee006f516d0263e79cadc93948f484d99828d573","https://github.com/thunderbird/thunderbird-android/pull/10386",""
"main","10366","2026-01-23","wmontwe","chore(deps): update dependencies missed by dependabot","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","76e28151c085059b919f0c2fe6042b09eb35c0d8","https://github.com/thunderbird/thunderbird-android/pull/10366",""
"main","9798","2026-01-27","wmontwe","chore: add test coverage","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","6ebab0276c43812e91f1fb890df69fc546576370","https://github.com/thunderbird/thunderbird-android/pull/9798",""
"main","10370","2026-01-27","farukgdev","fix(tokenautocomplete): make recipient field taps reliable","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","b1dca7fa05db7d17ec6f787d9c7e83b29085e153","https://github.com/thunderbird/thunderbird-android/pull/10370",""
"main","10432","2026-01-27","app/dependabot","chore(deps): bump org.robolectric:robolectric from 4.16 to 4.16.1","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","778ed1e45e58b22916c952a14ef454229a14290f","https://github.com/thunderbird/thunderbird-android/pull/10432",""
"main","10438","2026-01-28","wmontwe","fix: code coverage","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","3b112d460f3118c69c7b808d388b6a60a67656d2","https://github.com/thunderbird/thunderbird-android/pull/10438",""
"main","10388","2026-01-28","wmontwe","feat: add new main activity","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","ef6172ff797887cc2a52de75db81b4681a7c5281","https://github.com/thunderbird/thunderbird-android/pull/10388",""
"main","10430","2026-01-28","app/dependabot","chore(deps): bump ch.qos.logback:logback-classic from 1.5.25 to 1.5.26","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","5ffc2e5ad37d61ab049f215ec06fb197839b96b1","https://github.com/thunderbird/thunderbird-android/pull/10430",""
"main","10433","2026-01-28","app/dependabot","chore(deps): bump org.mockito.kotlin:mockito-kotlin from 6.2.2 to 6.2.3","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","d767221a368cc5fa488da810e822f03b0ea88f72","https://github.com/thunderbird/thunderbird-android/pull/10433",""
"main","10429","2026-01-28","app/dependabot","chore(deps): bump dev.forkhandles:forkhandles-bom from 2.25.0.0 to 2.25.1.0","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","d04bb90e61a5b7d1372e7c7a16c015128b02f429","https://github.com/thunderbird/thunderbird-android/pull/10429",""
"main","10434","2026-01-28","app/dependabot","chore(deps): bump com.diffplug.spotless from 8.1.0 to 8.2.1","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","eefa35eb9bd503f141b4d9caef196f8740018575","https://github.com/thunderbird/thunderbird-android/pull/10434",""
"main","10441","2026-01-28","weblate","chore(i18n): translations update from Weblate","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","c288ff15132aedfcd6ed397be9db7087a4a8cd68","https://github.com/thunderbird/thunderbird-android/pull/10441",""
"main","10442","2026-01-28","weblate","chore(i18n): translations update from Weblate","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","34ffc8f2dc716b26ad9b73f9501d520947406ea8","https://github.com/thunderbird/thunderbird-android/pull/10442",""
"main","10437","2026-01-28","wmontwe","fix: ensure consistent preference flow initialization in test","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","c230aacb1f1de970ebfafb6e510a3446840d7c6a","https://github.com/thunderbird/thunderbird-android/pull/10437",""
"main","10382","2026-01-28","rafaeltonholo","refactor(message-list): replace MessageListAppearance with MessageListPreferences","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","ea5edc91b9ee42871240a5a331923b921389419f","https://github.com/thunderbird/thunderbird-android/pull/10382",""
"main","10389","2026-01-28","javaman97","fix: edge-to-edge regression for serverValidationToolbarScreen and cre…","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","303b245eeff679897126b027fb6a3e9f6d98f279","https://github.com/thunderbird/thunderbird-android/pull/10389",""
"main","10358","2026-01-28","someonesocial","feat(ui): add foldable device support with auto split-screen","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","a3c8edab9aed818438054af7e7ffc2d0b81d0130","https://github.com/thunderbird/thunderbird-android/pull/10358",""
"main","10426","2026-01-28","app/dependabot","chore(deps): bump actions/checkout from 6.0.1 to 6.0.2","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","3332713cef1544e9978ec5829bae23178f08c262","https://github.com/thunderbird/thunderbird-android/pull/10426",""
"main","10427","2026-01-28","app/dependabot","chore(deps): bump github/codeql-action from 4.31.10 to 4.32.0","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","16b50fe9ab4049100674399ff0ec39f0199a6980","https://github.com/thunderbird/thunderbird-android/pull/10427",""
"main","10428","2026-01-28","app/dependabot","chore(deps): bump actions/setup-java from 5.1.0 to 5.2.0 in /.github/actions/setup-gradle","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","99ab6fe55b9cade26bd6f59fb60b3f6883f0b6a5","https://github.com/thunderbird/thunderbird-android/pull/10428",""
"main","10422","2026-01-29","shamim-emon","refactor: use PreferenceDataStore for notificationQuickDeleteBehaviour","Review","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","eea9b1c8e2e22859a831785caee42854e5a93a02","https://github.com/thunderbird/thunderbird-android/pull/10422",""
"main","10451","2026-01-30","dandarnell","Bump version number post-merge","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","c712cf33b1f1058071c659fd5ffafa91133362a1","https://github.com/thunderbird/thunderbird-android/pull/10451",""
"main","10371","2026-01-30","coreycb","chore(ci): add sections to short release notes","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","c9663f60792b2f133cf374aec9fa80fc981c92e8","https://github.com/thunderbird/thunderbird-android/pull/10371",""
"main","10454","2026-01-31","coreycb","chore(docs) update to merge documentation","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","2c69e743131850ccffc1f2c21136d6d8a54e454a","https://github.com/thunderbird/thunderbird-android/pull/10454",""
"beta","10368","2026-01-20","rafaeltonholo","uplift(beta): fix(oauth-config): add missing scope to ms oauth config causing SMTP auth unsuccessful on university accounts (#10328)","Review","-","THUNDERBIRD_16_0b4","THUNDERBIRD_16_0","8af28cd3f151a6d5d7376c5dabb7212458b4f178","https://github.com/thunderbird/thunderbird-android/pull/10368",""
