Branch,Number,Merged,Author,Title,Report,Beta,Release,SHA,URL,Comment
"main","10636","2026-03-09","wmontwe","refactor: theme2 to kmp","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","edf5a2567e8d653499c022488edb4d8b3ecbf3eb","https://github.com/thunderbird/thunderbird-android/pull/10636",""
"main","10649","2026-03-09","wmontwe","refactor: funding to kmp module","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","d8ffb6a211f94d583281fa89423ec026ed1c2ae1","https://github.com/thunderbird/thunderbird-android/pull/10649",""
"main","10659","2026-03-09","wmontwe","fix: theme imports","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","2484b28ee17a1da38d3386467f4d5df240b87b58","https://github.com/thunderbird/thunderbird-android/pull/10659",""
"main","10660","2026-03-10","rafaeltonholo","chore(message-list): remove unused properties from MessageListPreferences","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","76ea5e4eca2d8baf9fede0a91b63e9b52b4dd318","https://github.com/thunderbird/thunderbird-android/pull/10660",""
"main","10651","2026-03-10","rafaeltonholo","chore(design-system,message-list): add MessageItemAvatarCircle component and enhance design system icons and parameters","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","d6f11f134e20dc58beb8ae092181c52783adea5f","https://github.com/thunderbird/thunderbird-android/pull/10651",""
"main","10656","2026-03-10","jasi381","Fix: EHLO SMTP parsing exceptions sound too alarming in logs","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","e8b794be0846363b5add3ff62c7df13454e1c304","https://github.com/thunderbird/thunderbird-android/pull/10656",""
"main","10668","2026-03-10","app/dependabot","chore(deps): bump dev.forkhandles:forkhandles-bom from 2.25.2.1 to 2.25.3.0","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","a1b1a17a1c8b609978cbbcb0f49c332e049ffca9","https://github.com/thunderbird/thunderbird-android/pull/10668",""
"main","10669","2026-03-10","wmontwe","fix: initialize beta and daily build types from release configuration","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","7009b3222eb63150af54a5a001be82e9b85fbd94","https://github.com/thunderbird/thunderbird-android/pull/10669",""
"main","10667","2026-03-10","app/dependabot","chore(deps): bump gradle-wrapper from 9.3.1 to 9.4.0","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","898af2a07f910a48384f052e2dcbab6315c12278","https://github.com/thunderbird/thunderbird-android/pull/10667",""
"main","10661","2026-03-10","rafaeltonholo","feat(message-list): use contact-specific colors for avatars in message list","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","2c54fb045edaeb6a08c9e86d7399e68f5b48c6ee","https://github.com/thunderbird/thunderbird-android/pull/10661",""
"main","10666","2026-03-10","app/dependabot","chore(deps): bump jetbrainsCompose from 1.10.1 to 1.10.2","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","5da08a8639ab9c41f113d8803d8575de51cc1455","https://github.com/thunderbird/thunderbird-android/pull/10666",""
"main","10665","2026-03-11","app/dependabot","chore(deps): bump github/codeql-action from 4.32.4 to 4.32.6","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","2542fcf2732e16f1e266d244f8c4e1d711861d00","https://github.com/thunderbird/thunderbird-android/pull/10665",""
"main","10670","2026-03-11","wmontwe","ci: add badging checks for K9 and Thunderbird apps as separate steps","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","add55734228e6d08692bf17ff130ce3fe1d9c2bc","https://github.com/thunderbird/thunderbird-android/pull/10670",""
"main","10673","2026-03-11","wmontwe","fix: funding connection handling and edge cases","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","0e7e76f4c1487a1f8ed2586a1809eb924b82ff18","https://github.com/thunderbird/thunderbird-android/pull/10673",""
"main","10640","2026-03-12","rafaeltonholo","feat(state-machine): add state machine history debugging and pretty printing support","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","8159ef610e9c49cc269edc7736d4b6dd8cb6202a","https://github.com/thunderbird/thunderbird-android/pull/10640",""
"main","10677","2026-03-12","rafaeltonholo","chore(design-system): add androidx.compose.foundation.gestures.Draggable fork","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","de50336abbd6dcfedcc34c5bb25145812c987268","https://github.com/thunderbird/thunderbird-android/pull/10677",""
"main","10633","2026-03-12","app/dependabot","chore(deps): bump actions/upload-artifact from 6.0.0 to 7.0.0","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","d86e723bc3b7a7c7b631194e0ff443df0dadf25a","https://github.com/thunderbird/thunderbird-android/pull/10633",""
"main","10632","2026-03-12","app/dependabot","chore(deps): bump actions/download-artifact from 7.0.0 to 8.0.0","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","50071412a462217752f955d9590505b0f6ebac04","https://github.com/thunderbird/thunderbird-android/pull/10632",""
"main","10627","2026-03-12","app/dependabot","chore(deps): bump actions-rust-lang/setup-rust-toolchain from 1.15.2 to 1.15.3","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","e1737a37fd297d18f9d1ef939e02e272719c2b26","https://github.com/thunderbird/thunderbird-android/pull/10627",""
"main","10624","2026-03-12","AlainKnaff","Use fixed width font for composing as well (new messages and replies)","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","bc8a84cec0eeb0f5c2d72821535c8c9c29de2730","https://github.com/thunderbird/thunderbird-android/pull/10624",""
"main","10688","2026-03-13","dandarnell","chore: bump version number post-merge","Review","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","ff3588fd813af92be4265ce2aaa260c1ddf34f9a","https://github.com/thunderbird/thunderbird-android/pull/10688",""
"main","10698","2026-03-17","rafaeltonholo","fix(proguard): update rules to preserve enum constants and collection interfaces for Moshi","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","5e69a2b05079f3e9351f660385dbadf33f3073c0","https://github.com/thunderbird/thunderbird-android/pull/10698",""
"main","10707","2026-03-17","app/dependabot","chore(deps): bump dev.forkhandles:forkhandles-bom from 2.25.3.0 to 2.25.4.0","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","b590171b5a75c70fbae731d67ea9050150f338cc","https://github.com/thunderbird/thunderbird-android/pull/10707",""
"main","10705","2026-03-17","app/dependabot","chore(deps): bump com.squareup.okio:okio from 3.16.4 to 3.17.0","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","2361b93fafb87cc4872c3a8b9bb1e645331fa5fc","https://github.com/thunderbird/thunderbird-android/pull/10705",""
"main","10708","2026-03-17","app/dependabot","chore(deps): bump org.mockito:mockito-core from 5.22.0 to 5.23.0","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","09da91cd613827e7f858f66275322871ddafac70","https://github.com/thunderbird/thunderbird-android/pull/10708",""
"main","10711","2026-03-18","rafaeltonholo","fix(TokenCompleteTextView): handle missing generic type signature for R8/ProGuard compatibility","Include","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","5a76d672d02287e9a797966451011d2356aff93c","https://github.com/thunderbird/thunderbird-android/pull/10711",""
"main","10704","2026-03-19","app/dependabot","chore(deps): bump softprops/action-gh-release from 2.5.0 to 2.6.1","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","fa0bdd50260205198524c2b154c1bce34fb02834","https://github.com/thunderbird/thunderbird-android/pull/10704",""
"main","10703","2026-03-19","app/dependabot","chore(deps): bump actions/create-github-app-token from 2.2.1 to 3.0.0","Review","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","e8cf6fe16cebb5622c02173345a4fe002aa28617","https://github.com/thunderbird/thunderbird-android/pull/10703",""
"main","10702","2026-03-19","app/dependabot","chore(deps): bump actions-rust-lang/setup-rust-toolchain from 1.15.3 to 1.15.4","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","48c0808fbf53b9eac4dd585f7f99955c58df3451","https://github.com/thunderbird/thunderbird-android/pull/10702",""
"main","10701","2026-03-19","app/dependabot","chore(deps): bump github/codeql-action from 4.32.6 to 4.33.0","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","858f1d1341408547bfd27337bb3ef0d080c72fab","https://github.com/thunderbird/thunderbird-android/pull/10701",""
"main","10700","2026-03-19","app/dependabot","chore(deps): bump actions/download-artifact from 8.0.0 to 8.0.1","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","ce37de38507c9c31ee6661fdf14078987a13621d","https://github.com/thunderbird/thunderbird-android/pull/10700",""
"main","10684","2026-03-19","rafaeltonholo","feat(message-list): introduce ComposedAddressUi for enhanced email address representation in UI","Review","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","4109be360db35057bf956f0d5619ae0a9f2496d1","https://github.com/thunderbird/thunderbird-android/pull/10684",""
"main","10717","2026-03-23","wmontwe","chore: progress reporter","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","60eb2f0c2add630908c4a75519caa685a22099cd","https://github.com/thunderbird/thunderbird-android/pull/10717",""
"main","10674","2026-03-23","wmontwe","deps: bump Gradle in version catalog to 9.4.0","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","b311a241b47414bf6c563c94587fb29647250f2a","https://github.com/thunderbird/thunderbird-android/pull/10674",""
"main","10685","2026-03-23","rafaeltonholo"," feat(message-list): add configuration classes for message item presentation and layout","Review","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","4082250a606bf6376aff830cea08abc85ea7d3b8","https://github.com/thunderbird/thunderbird-android/pull/10685",""
"main","10742","2026-03-24","rafaeltonholo","chore(dependabot): add ""report: exclude"" label to github-actions dependabot updates","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","38c7e28f0a338f73f47527327524ae2bf3d725ec","https://github.com/thunderbird/thunderbird-android/pull/10742",""
"main","10743","2026-03-24","app/dependabot","chore(deps): bump com.diffplug.spotless from 8.3.0 to 8.4.0","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","4970f159e6cd1718629a527a7cfb167fcafc528a","https://github.com/thunderbird/thunderbird-android/pull/10743",""
"main","10736","2026-03-24","app/dependabot","chore(deps): bump dev.mokkery from 3.2.0 to 3.3.0","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","f03ce450aa5be93bbf73b0889ac95e2ff71364e3","https://github.com/thunderbird/thunderbird-android/pull/10736",""
"main","10738","2026-03-24","app/dependabot","chore(deps): bump jetbrainsCompose from 1.10.2 to 1.10.3","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","c1cd812c254540509ce937e9bf02e02e5fb0409e","https://github.com/thunderbird/thunderbird-android/pull/10738",""
"main","10735","2026-03-24","app/dependabot","chore(deps): bump gradle-wrapper from 9.4.0 to 9.4.1","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","cbd1be9a2f4084c5d810d3175ea3612e48ba1ee4","https://github.com/thunderbird/thunderbird-android/pull/10735",""
"main","10695","2026-03-24","rafaeltonholo","refactor(message-item): update MessageItem Composable API to support configurable layout and interactions","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","bb807496dac5bba7ab8007846727b8c4cbd75475","https://github.com/thunderbird/thunderbird-android/pull/10695",""
"main","10745","2026-03-25","app/dependabot","chore(deps): bump org.mockito.kotlin:mockito-kotlin from 6.2.3 to 6.3.0","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","f0fe141ff94a3276f01563e5ca668e2fabce5f45","https://github.com/thunderbird/thunderbird-android/pull/10745",""
"main","10733","2026-03-26","app/dependabot","chore(deps): bump github/codeql-action from 4.33.0 to 4.34.1","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","5ea55e7c13f9d19f159b3e30cfae99712d16989e","https://github.com/thunderbird/thunderbird-android/pull/10733",""
"main","10709","2026-03-26","rafaeltonholo","feat(message-item): add AdaptiveMessageItemHeaderRow for responsive header layout","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","af4113427f73c8502c74b879bf28c4823151b8b6","https://github.com/thunderbird/thunderbird-android/pull/10709",""
"main","10726","2026-03-26","kewisch","Adjustments to GitHub issue templates","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","8f00b223406306744a3e96fd8030563ecc3fb6b9","https://github.com/thunderbird/thunderbird-android/pull/10726",""
"main","10737","2026-03-27","app/dependabot","chore(deps): bump io.insert-koin:koin-bom from 4.1.1 to 4.2.0","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","c81703afb5b55745f7b246c96aecaf4a2a0d1b8f","https://github.com/thunderbird/thunderbird-android/pull/10737",""
"main","10696","2026-03-27","rafaeltonholo","feat(message-list): main content composable for message items","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","e9a527e26de49a39a1219cc38434ba6a62618dae","https://github.com/thunderbird/thunderbird-android/pull/10696",""
"main","10730","2026-03-27","rafaeltonholo","fix(base-state-machine): prevent processing event twice in state machine","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","4d6a8fa79db309befb93c98ec52b93b35b2e5a21","https://github.com/thunderbird/thunderbird-android/pull/10730",""
"main","10680","2026-03-30","rafaeltonholo","refactor(message-list): modernize MessageItem component and related UI states","Highlight","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","974fad6946ec156ac80ecdb8d9fa87dead5b6117","https://github.com/thunderbird/thunderbird-android/pull/10680",""
"main","10759","2026-03-31","rafaeltonholo","fix(message-reader): only use hardware layer for MessageWebView on Android 9+ with hardware acceleration","Include","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","29bd70fb52007040728b73719881977ac5bcb803","https://github.com/thunderbird/thunderbird-android/pull/10759",""
"main","10744","2026-03-31","app/dependabot","chore(deps): bump com.ibm.icu:icu4j-charset from 78.2 to 78.3","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","a2162446b13c3055456ac9bd75277daa4374e4ef","https://github.com/thunderbird/thunderbird-android/pull/10744",""
"main","10740","2026-03-31","app/dependabot","chore(deps): bump jetbrainsComposeLifecycle from 2.9.6 to 2.10.0","Exclude","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","0f3d097a4d1152fc55a38fea66d1f24d1a97b0fb","https://github.com/thunderbird/thunderbird-android/pull/10740",""
"main","10301","2026-03-31","harshad1","feat: configure notification actions","Include","-","THUNDERBIRD_19_0b1","THUNDERBIRD_19_0","d708b7c91b95af26d9ce53e220de27fb0b67baa6","https://github.com/thunderbird/thunderbird-android/pull/10301",""
"beta","10699","2026-03-17","rafaeltonholo","uplift(beta): fix(proguard): update rules to preserve enum constants and collection interfaces for Moshi (#10698)","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","ff77dff97cbc429e81d3facf5943ae32a1c1e7de","https://github.com/thunderbird/thunderbird-android/pull/10699",""
"beta","10712","2026-03-18","rafaeltonholo","uplift(beta): fix(TokenCompleteTextView): handle missing generic type signature for R8/ProGuard compatibility (#10711)","Review","-","THUNDERBIRD_18_0b2","THUNDERBIRD_18_0","fd9e46ab75f260f416b2b664556a6017b52735eb","https://github.com/thunderbird/thunderbird-android/pull/10712",""
"beta","10761","2026-03-31","rafaeltonholo","uplift(beta): fix(message-reader): only use hardware layer for MessageWebView on Android 9+ with hardware acceleration (#10759)","Exclude","-","THUNDERBIRD_18_0b3","THUNDERBIRD_18_0","34b9af845a2589dbceeafdd5cf196b3632d82941","https://github.com/thunderbird/thunderbird-android/pull/10761",""
