Branch,Number,Merged,Author,Title,Report,Beta,Release,SHA,URL,Comment
"main","11516","2026-09-09","app/dependabot","chore(deps): bump org.jetbrains.kotlinx:kotlinx-collections-immutable from 0.5.1 to 0.5.2","Exclude","-","-","-","86b7a5ed7e732c1ea75ae1f35d43447d0939d0e0","https://github.com/thunderbird/thunderbird-android/pull/11516",""
"main","11520","2026-09-10","wmontwe","refactor: migrate outcome to tfa components","Exclude","-","-","-","ac81cb79dd0d649c7f8e671e889b8c05a3917c42","https://github.com/thunderbird/thunderbird-android/pull/11520",""
"main","11514","2026-09-10","khaledhaltam","fix(funding): center last row of contribution items","Include","-","-","-","ca66ee5fe33dd3a3b7992dd4249c1dad375a5c66","https://github.com/thunderbird/thunderbird-android/pull/11514",""
"main","11513","2026-09-10","wmontwe","feat: uuidv7 identifier generation","Exclude","-","-","-","62aa2d8cbd67f7b47eedc1d9bee19efc6c1ce4f6","https://github.com/thunderbird/thunderbird-android/pull/11513",""
"main","11490","2026-09-10","khaledhaltam","docs(contributing): document Android SDK location for components build","Exclude","-","-","-","584ea8c291fd3df0684f516e31fd25ddeff0d4e1","https://github.com/thunderbird/thunderbird-android/pull/11490",""
"main","11538","2026-09-11","wmontwe","fix(settings): prevent HTML signature preview reloads on rotation","Include","-","-","-","0f66b47ee040f24588401f628362770b883f25dd","https://github.com/thunderbird/thunderbird-android/pull/11538",""
"main","11491","2026-09-11","itsSiide","fix(ui) changed drawer to follow expected behavior for auto closing","Include","-","-","-","02e70411c5213bb14f4418819f8cca844323fb32","https://github.com/thunderbird/thunderbird-android/pull/11491",""
"main","11480","2026-09-11","rafaeltonholo","refactor(db-repository): extract remote folder queries to dedicated repositories","Exclude","-","-","-","590465f5f99fb097cf86b136f1ee6f221fdfef8d","https://github.com/thunderbird/thunderbird-android/pull/11480",""
"main","11532","2026-09-11","rafaeltonholo","chore(pii-safe): add the pii-safe compiler plugin scaffold project","Exclude","-","-","-","a88ae927399d4c51c6537d086e0cea65ed6939e9","https://github.com/thunderbird/thunderbird-android/pull/11532",""
"main","11481","2026-09-14","rafaeltonholo","refactor(db-repository): extract folder query operations to FolderQueryRepository","Exclude","-","-","-","d4904c3fe879039bc349006d7d666f38d442c837","https://github.com/thunderbird/thunderbird-android/pull/11481",""
"main","11563","2026-09-16","app/dependabot","chore(deps): bump com.diffplug.spotless from 8.10.1 to 8.10.2","Exclude","-","-","-","c004dc16d030c6b0e3b75f394ed63825436e4321","https://github.com/thunderbird/thunderbird-android/pull/11563",""
"main","11544","2026-09-16","wmontwe","fix(ci): identify external issue authors by repository access","Exclude","-","-","-","aa73c6110917522d0b38325d7370574ad3d5563d","https://github.com/thunderbird/thunderbird-android/pull/11544",""
"main","11199","2026-09-16","wmontwe","docs: add app version compatibilty and historic release notes","Exclude","-","-","-","ee60d30f02e7ea13627a8c64d6a70e948680f825","https://github.com/thunderbird/thunderbird-android/pull/11199",""
"main","11534","2026-09-16","rafaeltonholo","feat(logging): implement PII-safe toString() IR generation","Exclude","-","-","-","0d8e2dfcafb4a56a4940a09370f460f4c4272e33","https://github.com/thunderbird/thunderbird-android/pull/11534",""
"main","11533","2026-09-16","rafaeltonholo","feat(logging): add FIR implementation to show errors and generate the synthetic toString override","Exclude","-","-","-","0d8e2dfcafb4a56a4940a09370f460f4c4272e33","https://github.com/thunderbird/thunderbird-android/pull/11533",""
"main","11553","2026-09-16","rafaeltonholo","chore(core-architecture): add LegacyEntityIdFactory for legacy ID encoding","Exclude","-","-","-","d13578aa84c8b2e64733505542b58060ddda7a18","https://github.com/thunderbird/thunderbird-android/pull/11553",""
"main","11567","2026-09-16","app/github-actions","chore(i18n): translations update from Weblate","Include","-","-","-","aef8983d73fa4065d185946752338ecc033f4713","https://github.com/thunderbird/thunderbird-android/pull/11567",""
"main","11536","2026-09-16","Friese2001","fix: distinguish “from me” and “to me” in message details","Include","-","-","-","a030ddbb875d829d4fa9ff23a0f70e5a47e15aa8","https://github.com/thunderbird/thunderbird-android/pull/11536",""
"main","11559","2026-09-17","app/dependabot","chore(deps): bump com.squareup:kotlinpoet from 2.3.0 to 2.4.0","Exclude","-","-","-","6bb131f50301630d82f704d983e20343d078cc3d","https://github.com/thunderbird/thunderbird-android/pull/11559",""
"main","11556","2026-09-17","dani-zilla","feat(donation-appeal): added preferences and accessors for donation appeal","Exclude","-","-","-","99a04f8190b3357b0145dd0e7e4298d943274044","https://github.com/thunderbird/thunderbird-android/pull/11556",""
"main","11560","2026-09-18","app/dependabot","chore(deps): bump the actions-deps group across 2 directories with 9 updates","Exclude","-","-","-","df82ad55eea18c14a1ec7098b841bc88d753b4be","https://github.com/thunderbird/thunderbird-android/pull/11560",""
"main","11561","2026-09-18","app/dependabot","chore(deps): bump kotlinBom from 2.4.10 to 2.4.20","Exclude","-","-","-","82ba6a1b3bd8c846be6f1e668d65cbb21e6a0ccf","https://github.com/thunderbird/thunderbird-android/pull/11561",""
"main","11562","2026-09-18","app/dependabot","chore(deps): bump com.squareup.okio:okio from 3.18.1 to 3.18.2","Exclude","-","-","-","917c3c0ba50090811082c62b7224b7d78c34f1a6","https://github.com/thunderbird/thunderbird-android/pull/11562",""
"main","11582","2026-09-18","dani-zilla","fix(donation-appeal) Funding settings could not find koin definition for Funding config store.","Exclude","-","-","-","c1cd7422ea7522b7c45fd3a20a74c3afe32af794","https://github.com/thunderbird/thunderbird-android/pull/11582",""
"main","11571","2026-09-21","taljeon","fix(pii-safe): detect PII in nested type arguments","Exclude","-","-","-","8860132c98523b8c0375c4f8c511919e26d7282d","https://github.com/thunderbird/thunderbird-android/pull/11571",""
"main","11589","2026-09-21","wmontwe","fix(funding): avoid reminder activity race","Include","-","-","-","2beb9e0208d94568e0aee9b027f4b9ad274a3ab7","https://github.com/thunderbird/thunderbird-android/pull/11589",""
"main","11475","2026-09-21","app/dependabot","chore(deps): bump jetbrainsCompose from 1.11.1 to 1.12.0","Exclude","-","-","-","926d361b7539893dd8b1fbecfc62eebb3223db28","https://github.com/thunderbird/thunderbird-android/pull/11475",""
"beta","11539","2026-09-14","wmontwe","uplift(beta): fix: utf8 decoding (#11510)","Include","-","THUNDERBIRD_24_0b2","-","4b38d459bf76865a7d9cef8396e892a552b6cd72","https://github.com/thunderbird/thunderbird-android/pull/11539",""
"beta","11541","2026-09-14","wmontwe","uplift(beta): fix(settings): prevent HTML signature preview reloads on rotation (#11538)","Include","-","THUNDERBIRD_24_0b2","-","6d73e5a96cf1de82a5b88b26476a1cc51314493c","https://github.com/thunderbird/thunderbird-android/pull/11541",""
"release","11540","2026-09-18","wmontwe","uplift(release): fix: utf8 decoding (#11510)","Include","-","-","THUNDERBIRD_23_1","41bad08792786cac5ceaf5a20aa32d21a44d7319","https://github.com/thunderbird/thunderbird-android/pull/11540",""
