Branch,Number,Merged,Author,Title,Report,Beta,Release,SHA,URL,Comment
"main","10444","2026-02-05","rafaeltonholo","refactor(message-list): integrate sort criteria with new message list","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","2cc1addfc7df23aa62d344752e7a963123495c0a","https://github.com/thunderbird/thunderbird-android/pull/10444",""
"main","10490","2026-02-06","coreycb","Notes improvements for github and in-app changelog","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","be1d6637ab22f9adf0ae4dc0f4808b440aee25e8","https://github.com/thunderbird/thunderbird-android/pull/10490",""
"main","10499","2026-02-09","rafaeltonholo","chore(feature-flags): enable new message reader CSS styles and mark legacy code for cleanup for release build","Highlight","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","03b068197837f9137b5f86588992995e18ff8c89","https://github.com/thunderbird/thunderbird-android/pull/10499",""
"main","10435","2026-02-09","app/dependabot","chore(deps): bump gradle-wrapper from 9.2.1 to 9.3.1","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","f96c970f8ac8cf4b2c79aa87da44ff9f41eab3dd","https://github.com/thunderbird/thunderbird-android/pull/10435",""
"main","10516","2026-02-10","app/dependabot","chore(deps): bump org.jetbrains.kotlinx.kover from 0.9.5 to 0.9.6","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","2ce6cf293364cbf64ebeb3479b96099c17b88bfa","https://github.com/thunderbird/thunderbird-android/pull/10516",""
"main","10513","2026-02-10","app/dependabot","chore(deps): bump ch.qos.logback:logback-classic from 1.5.27 to 1.5.29","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","f9c4775f1bc46237a0feebbe0041fe3271856bc4","https://github.com/thunderbird/thunderbird-android/pull/10513",""
"main","10469","2026-02-10","rafaeltonholo"," feat(message-list): load folder information and store in the MessageListState","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","ee79c44726c183e2f0abba5e23c201b1f447b58c","https://github.com/thunderbird/thunderbird-android/pull/10469",""
"main","10514","2026-02-10","app/dependabot","chore(deps): bump org.jetbrains.androidx.navigationevent:navigationevent-compose from 1.0.0 to 1.0.1","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","d30f60e08028fb58470d8fb81be69ab4c5f030bf","https://github.com/thunderbird/thunderbird-android/pull/10514",""
"main","10500","2026-02-11","wmontwe","fix: avatar image uri","Include","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","36f476c002ad96c7b521b3567a9f6e80abd7d2c4","https://github.com/thunderbird/thunderbird-android/pull/10500",""
"main","10519","2026-02-11","wmontwe","feat(configstore): add testing utilities and improve ConfigKey behavior","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","56fb55a21c1ed81f6b4b292fb2635e0339413e52","https://github.com/thunderbird/thunderbird-android/pull/10519",""
"main","10520","2026-02-11","wmontwe","refactor: funding module","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","b05fe1c91afba87b2314d57dc8a9a7926c58b2f6","https://github.com/thunderbird/thunderbird-android/pull/10520",""
"main","10496","2026-02-11","terofeev","fix: force show CC/BCC fields on reply all","Include","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","bbde046c9344b7409f8a00972ab7e215fa04327f","https://github.com/thunderbird/thunderbird-android/pull/10496",""
"main","10521","2026-02-11","rafaeltonholo","fix(message-list): adjust top margin for progress bars in message list layouts","Include","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","3f8870edb4527874722db8bf1ac5ebd97c9df0fe","https://github.com/thunderbird/thunderbird-android/pull/10521",""
"main","10425","2026-02-12","wmontwe","refactor: build plugin for AGP 9 compatibility","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","6b9d154d658b5386e453788d31cfd9c856a90043","https://github.com/thunderbird/thunderbird-android/pull/10425",""
"main","10524","2026-02-12","mohitsatr","fix: don't warn 'Sent folder not found' if 'Upload sent messages to Sent folder' is off","Include","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","ac886316cde3cd8eefafddd8a7ce78fef582c5dd","https://github.com/thunderbird/thunderbird-android/pull/10524",""
"main","10512","2026-02-12","app/dependabot","chore(deps): bump github/codeql-action from 4.32.1 to 4.32.2","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","023732381b670a2d52f7fc86bbf011381e5f244a","https://github.com/thunderbird/thunderbird-android/pull/10512",""
"main","10506","2026-02-12","McBaumwolle","feat(account): add support for PNG avatars","Include","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","f7e9c42e7de886048e1bc39e7951ee2d4f458fd1","https://github.com/thunderbird/thunderbird-android/pull/10506",""
"main","10528","2026-02-13","shamim-emon","refactor: relocate showAccountSelector from DrawerConfiguration to DrawerState","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","8b7494ad3552e08ab49ab8c3f55c03fb8f328c7e","https://github.com/thunderbird/thunderbird-android/pull/10528",""
"main","10538","2026-02-16","wmontwe","fix(build): update version info task to use provider for version details","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","2be76bc2f41898cab3cfab80d55e710cc9df9556","https://github.com/thunderbird/thunderbird-android/pull/10538",""
"main","10487","2026-02-16","shamim-emon","feat(settings): modernize reading mail settings using Jetpack Compose","Include","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","7fd9bd5d3f8a44ba258f484c75975b0887170cd0","https://github.com/thunderbird/thunderbird-android/pull/10487",""
"main","10547","2026-02-17","app/dependabot","chore(deps): bump jetbrainsCompose from 1.10.0 to 1.10.1","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","f5353a24b0fd05be3281a1214f72d4732bfe3970","https://github.com/thunderbird/thunderbird-android/pull/10547",""
"main","10549","2026-02-17","app/dependabot","chore(deps): bump ch.qos.logback:logback-classic from 1.5.29 to 1.5.32","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","310fb990c8a82a41dd95be36da26022f022546a4","https://github.com/thunderbird/thunderbird-android/pull/10549",""
"main","10551","2026-02-17","app/dependabot","chore(deps): bump org.jetbrains.kotlinx.kover from 0.9.6 to 0.9.7","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","2498b82a615a6df72e9215f24ff747b57dd7d863","https://github.com/thunderbird/thunderbird-android/pull/10551",""
"main","10546","2026-02-18","wmontwe","fix(build): VersioningPlugin failing on clean build","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","67b9f5c9518e2037a21bfd4c591c6968eff423bd","https://github.com/thunderbird/thunderbird-android/pull/10546",""
"main","10533","2026-02-19","wmontwe","chore: add AI Agent Guide for Thunderbird for Android","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","d30c1aafb3368b92345c42ca6cf6afaafcca10f6","https://github.com/thunderbird/thunderbird-android/pull/10533",""
"main","10559","2026-02-20","rafaeltonholo","refactor(message-list): revert the `BaseMessageListFragment` and duplicate the `LegacyMessageListFragment` within the `MessageListFragment`","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","c5461a783159efe5c87b95ffce5270f12b65485f","https://github.com/thunderbird/thunderbird-android/pull/10559",""
"main","10548","2026-02-20","app/dependabot","chore(deps): bump github/codeql-action from 4.32.2 to 4.32.3","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","5be57418df3993ce391ccca66bca6eb323e4df3c","https://github.com/thunderbird/thunderbird-android/pull/10548",""
"main","10542","2026-02-23","shamim-emon","Migrate MessageView Action Visbility Flags to PreferenceDataStore","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","186a962dadcf486f61f2cdf858e8b463c15f406c","https://github.com/thunderbird/thunderbird-android/pull/10542",""
"main","10136","2026-02-23","coreycb","test: add new Maestro tests","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","7e8b3bca6126d692cdb13f40a75dfe3d94d814f5","https://github.com/thunderbird/thunderbird-android/pull/10136",""
"main","10571","2026-02-23","Neer-rn","fix: find folder search view hint text cut off on smaller screens","Include","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","68b953e9fdc6cf7dd181430a824ec7a424db5b93","https://github.com/thunderbird/thunderbird-android/pull/10571",""
"main","10553","2026-02-23","wmontwe","chore: bump Gradle to version 9.3.1 and update SHA256 checksum","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","000dcfa4678fb7fa5bf8ec858d670a36ad020a69","https://github.com/thunderbird/thunderbird-android/pull/10553",""
"main","10586","2026-02-24","wmontwe","refactor: change FolderType to use @Discouraged annotation","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","6b11548fb7c430b1f44479805724794507e3310b","https://github.com/thunderbird/thunderbird-android/pull/10586",""
"main","10589","2026-02-24","app/dependabot","chore(deps): bump gradle/actions from 5.0.1 to 5.0.2 in /.github/actions/setup-gradle","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","21d780bd74e175b24094fbb61e4fba660d2deece","https://github.com/thunderbird/thunderbird-android/pull/10589",""
"main","10588","2026-02-24","app/dependabot","chore(deps): bump gradle/actions from 5.0.1 to 5.0.2","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","92b8f54b3f20b8a873e9a3910b6e64cbea7faf97","https://github.com/thunderbird/thunderbird-android/pull/10588",""
"main","10591","2026-02-24","app/dependabot","chore(deps): bump dev.forkhandles:forkhandles-bom from 2.25.1.0 to 2.25.2.1","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","5214550e9bab188c32763c42db033a34c61dba68","https://github.com/thunderbird/thunderbird-android/pull/10591",""
"main","10587","2026-02-24","app/dependabot","chore(deps): bump github/codeql-action from 4.32.3 to 4.32.4","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","6be03d671599d1c340f9345faacceb1acd3cd78a","https://github.com/thunderbird/thunderbird-android/pull/10587",""
"main","10594","2026-02-24","app/dependabot","chore(deps): bump org.jetbrains:annotations from 26.0.2-1 to 26.1.0","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","895744ef7b7fe99098c288762bfd97367d94b52e","https://github.com/thunderbird/thunderbird-android/pull/10594",""
"main","10593","2026-02-24","app/dependabot","chore(deps): bump com.google.devtools.ksp from 2.3.5 to 2.3.6","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","cdd063c213f0b58ca7091526c793fde9d9481af3","https://github.com/thunderbird/thunderbird-android/pull/10593",""
"main","10572","2026-02-24","rafaeltonholo","feat(design-system): add swipeable row component","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","af53b492c0204c075f7c6b303f2184d6866b6be3","https://github.com/thunderbird/thunderbird-android/pull/10572",""
"main","10585","2026-02-25","wmontwe","chore: declare python dependencies","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","c5c48aa0952f51b99fde93f49e0124eeaadc5137","https://github.com/thunderbird/thunderbird-android/pull/10585",""
"main","10570","2026-02-25","wmontwe","feat(tests): replace MainDispatcherRule","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","034f2f0ae61e7fad953c7f5ee05656c6bf8da7df","https://github.com/thunderbird/thunderbird-android/pull/10570",""
"main","10482","2026-02-25","mohitsatr","refactor: convert Attachment class to Kotlin","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","f46c1b39475062a07b7ccddaadcda50b8207e81f","https://github.com/thunderbird/thunderbird-android/pull/10482",""
"main","10574","2026-02-26","alpharesearch","feat: Add setting to display ISO date and time in message list.","Highlight","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","1f8bb751a0ea3e3349dd623c73fb9e2b68977a2d","https://github.com/thunderbird/thunderbird-android/pull/10574",""
"main","10604","2026-02-26","rafaeltonholo","chore(message-list): move swipe_action_* from :legacy:ui to :feature:mail:message:list:api","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","b2ff764d0d91a12f2d386a5edaf76851e40d000f","https://github.com/thunderbird/thunderbird-android/pull/10604",""
"main","10605","2026-02-26","rafaeltonholo","fix(in-app-notifications): add missing eventFilter parameter in InAppNotificationScaffold","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","68233878e458f2dc5297d43d476236d237b86009","https://github.com/thunderbird/thunderbird-android/pull/10605",""
"main","10606","2026-02-26","rafaeltonholo","refactor(message-list): change Message List state adjusting to the Message List Screen needs","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","a07daacb5df17e837f36c0bcd9dedfb3f2d109d2","https://github.com/thunderbird/thunderbird-android/pull/10606",""
"main","10608","2026-02-26","rafaeltonholo","feat(message-list): update sender parameter to use AnnotatedString in message items","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","a6d4c116b7236d18db6182fab2deefbfd5d24999","https://github.com/thunderbird/thunderbird-android/pull/10608",""
"main","10536","2026-02-26","wmontwe","docs: document `api/internal` split","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","e7e3add2a8a2ce7598563a6282e4357147c4d53f","https://github.com/thunderbird/thunderbird-android/pull/10536",""
"main","10578","2026-02-26","wmontwe","chore(ci): add tb-team pr label and restructure workflows","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","708cae116f13ebaf9fa7fc8cb9db115eec8b85e5","https://github.com/thunderbird/thunderbird-android/pull/10578",""
"main","10577","2026-02-26","wmontwe","feat(message-reader): move attachment list to header","Highlight","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","436f211e87ca1e8a89e9e415d4b2b542bad314f4","https://github.com/thunderbird/thunderbird-android/pull/10577",""
"main","10611","2026-02-26","wmontwe","refactor: move mvi to ui contract module","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","e2c1aeb17e938a6698dba58021abca2ba4ed7d19","https://github.com/thunderbird/thunderbird-android/pull/10611",""
"main","10563","2026-02-26","dani-zilla","fix(message-list): fix display of longer date/time strings ","Review","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","161d11e641ba3dde8aaf70add4979e46888cba75","https://github.com/thunderbird/thunderbird-android/pull/10563",""
"main","10614","2026-02-27","weblate","chore(i18n): translations update from Weblate","Include","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","7f1a32f5ffe67cad14b32f809d6741f054eb668d","https://github.com/thunderbird/thunderbird-android/pull/10614",""
"main","10615","2026-02-27","weblate","chore(i18n): translations update from Weblate","Include","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","077db3e8228faa7e6a5f38291a27fa9f4489eeb7","https://github.com/thunderbird/thunderbird-android/pull/10615",""
"main","10473","2026-02-27","mohitsatr","refactor: convert Address and AddressTest class from java to kotlin","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","c0c42f09103620fee13dcf5eb71e0771f0fc926f","https://github.com/thunderbird/thunderbird-android/pull/10473",""
"main","10613","2026-02-27","wmontwe","fix: update JvmVendorSpec for compatibility on Mac OS x86_64","Exclude","-","THUNDERBIRD_18_0b1","THUNDERBIRD_18_0","06ea97bf2012115641a2b6bf24e127e4fe9ed3e4","https://github.com/thunderbird/thunderbird-android/pull/10613",""
"beta","10470","2026-02-04","rafaeltonholo","uplift(beta:) fix(message-list): recycler view in stale state (#10459)","Include","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","18ea305571531db09ae1cf609db03adcd627bfb5","https://github.com/thunderbird/thunderbird-android/pull/10470",""
"beta","10467","2026-02-04","wmontwe","upflit(beta): fix: folder assignment (#10460)","Include","-","THUNDERBIRD_17_0b1","THUNDERBIRD_17_0","57d7c45723c57084dd956ae8309963e2e6758612","https://github.com/thunderbird/thunderbird-android/pull/10467",""
"beta","10479","2026-02-04","rafaeltonholo","uplift(beta): fix(message-list): crash caused by using RelativeLayout on `message_list.xml` and not on `split_message_list.xml` (#10478)","Include","-","THUNDERBIRD_17_0b2","THUNDERBIRD_17_0","ff7784edc8456a638072eefeec195b0e8ba1b6a4","https://github.com/thunderbird/thunderbird-android/pull/10479",""
"beta","10504","2026-02-09","rafaeltonholo","uplift(beta): chore(feature-flags): enable new message reader CSS styles and mark legacy code for cleanup for release build (#10499)","Highlight","-","THUNDERBIRD_17_0b3","THUNDERBIRD_17_0","d3a0e88117a6ae6b510a0af3e0395257c38f9532","https://github.com/thunderbird/thunderbird-android/pull/10504",""
"beta","10526","2026-02-13","rafaeltonholo","uplift(beta): fix(message-list): lateinit property adapter has not been initialized","Include","-","THUNDERBIRD_17_0b3","THUNDERBIRD_17_0","274036272f7fd4d8923940b3159d3fce2d9d63c0","https://github.com/thunderbird/thunderbird-android/pull/10526",""
"beta","10522","2026-02-17","wmontwe","upflit(beta): fix: avatar image uri (#10500)","Include","-","THUNDERBIRD_17_0b3","THUNDERBIRD_17_0","384eb6322ee16df4a5ba4125123c70be6bda23d7","https://github.com/thunderbird/thunderbird-android/pull/10522",""
"beta","10583","2026-02-24","wmontwe","fix(message-list): onSaveInstance crash","Include","-","THUNDERBIRD_17_0b4","THUNDERBIRD_17_0","b695d98214e70be8d9450963aff8cdfb89a7b3ca","https://github.com/thunderbird/thunderbird-android/pull/10583",""
"release","10503","2026-02-09","rafaeltonholo","uplift(release): fix(message-list): recycler view in stale state (#10459, #10478)","Include","-","-","THUNDERBIRD_16_1","4502719f74c85a01fd96c12d1fd073e1ce00116d","https://github.com/thunderbird/thunderbird-android/pull/10503",""
"release","10502","2026-02-09","rafaeltonholo","uplift(release): chore(feature-flags): enable new message reader CSS styles and mark legacy code for cleanup for release build (#10499)","Include","-","-","THUNDERBIRD_16_1","85c0cf3bf07cd617c282735554556e992657c11b","https://github.com/thunderbird/thunderbird-android/pull/10502",""
